"text","agenda","hi_th_command"
выключи музыку.,Команда,1
включить музыку из google music,Команда,1
включи песню «впусти музыку».,Команда,1
включи песню «моряк».,Команда,1
включить песню по названию,Команда,1
включи последний альбом би-2.,Команда,1
включи альбом «meteora» linkin park.,Команда,1
включить альбом,Команда,1
следующий трек.,Команда,1
предыдущий трек.,Команда,1
"15 умножить на 16.",Команда,1
"420 разделить на 15.",Команда,1
расписание кинотеатров на завтра.,Команда,1
включи телевизор.,Команда,1
выключи телевизор.,Команда,1
пауза.,Команда,1
возобнови.,Команда,1
дальше.,Команда,1
предыдущее видео.,Команда,1
сделай громче.,Команда,1
сделай тише.,Команда,1
включи ютуб.,Команда,1
включи трейлер веном на телевизоре.,Команда,1
включи весёлое видео.,Команда,1
